,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency
1243,IE00BKY81627,HSBC BBG USD SUSTAIN CORP BOND UCITS ETF,HUDC:MILANO,ETF,"0,18%",Accumulating,EUR
1244,LU2418815473,LYXOR US$ 10Y INFLATION EXPECT UCITS ETF,INFH:MILANO,ETF,"0,30%",Distributing,EUR
1245,IE000W95TAE6,JPM CARBON TRANSIT GLB EQ CTB UCITS ETF,JPCE:MILANO,ETF,"0,19%",Accumulating,EUR
1246,LU2385068163,XTRACKERS ESG GLOBAL GOVERNMEN UCITS ETF,XZWG:MILANO,ETF,"0,20%",Distributing,EUR
1247,LU2385068593,XTRACKERS ESG GLB GOVERN UCITS ETF EUR H,XZEG:MILANO,ETF,"0,20%",Distributing,EUR
1248,IE000YDZG487,HSBC NASDAQ GLOB SEMICONDUCTOR UCITS ETF,HNSC:MILANO,ETF,"0,35%",Accumulating,EUR
1249,IE0002RPS3K2,GLOBAL X HYDROGEN UCITS ETF,HYGN:MILANO,ETF,"0,50%",Accumulating,EUR
1250,IE0003Z9E2Y3,GLOBAL X COPPER MINERS UCITS ETF,COPX:MILANO,ETF,"0,65%",Accumulating,EUR
1251,IE00077FRP95,GLOBAL X SUPERDIVIDEND UCITS ETF,SDIV:MILANO,ETF,"0,58%",Distributing,EUR
1252,IE000BWKUES1,GLOBAL X CLEAN WATER UCITS ETF,AQWA:MILANO,ETF,"0,50%",Accumulating,EUR
1253,IE000EBFYWX3,GLOBAL X AGTECH & FOOD INNOVAT UCITS ETF,CROP:MILANO,ETF,"0,50%",Accumulating,EUR
1254,IE000JNHCBM6,GLOBAL X WIND ENERGY UCITS ETF,WNDY:MILANO,ETF,"0,50%",Accumulating,EUR
1255,IE000XAGSCY5,GLOBAL X BLOCKCHAIN UCITS ETF,BKCH:MILANO,ETF,"0,50%",Accumulating,EUR
1256,IE000XD7KCJ7,GLOBAL X SOLAR UCITS ETF,RAYZ:MILANO,ETF,"0,50%",Accumulating,EUR
1257,IE00BLCHJN13,GLOBAL X LITHIUM & BATTERY TEC UCITS ETF,LITU:MILANO,ETF,"0,60%",Accumulating,EUR
1258,IE00BMH5Y327,GLOBAL X DATA CENT & DIGI INF UCITS ETF,VPN:MILANO,ETF,"0,50%",Accumulating,EUR
1259,IE00BMDV7578,JPM CHINA A RES ENH EQ ESG UCITS ETF USD,JREC:MILANO,ACTIVE ETF,"0,40%",Accumulating,EUR
1260,IE00BMDV7354,JPM ASIAPA EXJP RES EN ESG UCITS ETF USD,JREA:MILANO,ACTIVE ETF,"0,30%",Accumulating,EUR
1261,IE000TSML5I8,XTRACKERS MSCI USA ESG SC UCITS ETF EURH,XRME:MILANO,ETF,"0,12%",Accumulating,EUR
1262,IE00BRB36B93,XTRACKERS MSCI JAPAN ESG SC UCITS ETF HD,XDNE:MILANO,ETF,"0,25%",Accumulating,EUR
1263,IE00099GAJC6,ISHARES MSCI CHINA A UCITS ETF EUR HED,CNYE:MILANO,ETF,"0,45%",Accumulating,EUR
1264,IE000G2LIHG9,ISHARES MSCI USA ESG SCR UCITS ETF EUR H,SAUA:MILANO,ETF,"0,10%",Accumulating,EUR
1265,IE000F6XDNZ5,ISHARES $ TIPS UCITS ETF USD,ITPD:MILANO,ETF,"0,10%",Distributing,EUR
1266,IE000YKE1AQ5,CSIF MSCI USA TECH125 ESG BLUE UCITS ETF,CSYU:MILANO,ETF,"0,18%",Accumulating,EUR
1267,IE000MO2MB07,WISDOMTREE NEW ECON REAL EST UCITS ETF A,WTRE:MILANO,ETF,"0,45%",Accumulating,EUR
1268,IE000V6NHO66,TABULA EUR HY PARIS CLIMAT UCITS ETF EUR,THEP:MILANO,ETF,"0,50%",Accumulating,EUR
1269,IE000X9TLGN8,WISDOMTREE NEW ECON REAL EST UCITS ETF D,WNER:MILANO,ETF,"0,45%",Distributing,EUR
1270,LU1605710802,LXR FTSE ITAL ALL CAP PIR 2020 UCITS ETF,ITAPIR:MILANO,ETF,"0,35%",Accumulating,EUR
1271,IE000RE0WX27,JPM RMB ULTRA-SHORT INCOME UCITS ETF,JCSA:MILANO,ACTIVE ETF,"0,28%",Accumulating,EUR
1272,IE000UZCJS58,XTRACKERS WORLD NET ZERO PARIS UCITS ETF,XNZW:MILANO,ETF,"0,19%",Accumulating,EUR
1273,IE000Y6L6LE6,XTRACKERS EMU NET ZERO PARIS A UCITS ETF,XNZE:MILANO,ETF,"0,15%",Accumulating,EUR
1274,IE00BYTH5487,SPDR MSCI EUROPE CLIMATE PARIS UCITS ETF,ECPA:MILANO,ETF,"0,15%",Accumulating,EUR
1275,IE00BYTH5594,SPDR MSCI WORLD CLIMATE PARIS UCITS ETF,WCPA:MILANO,ETF,"0,15%",Accumulating,EUR
1276,IE00BYTH5719,SPDR MSCI USA CLIMATE PARIS UCITS ETF,UCPA:MILANO,ETF,"0,12%",Accumulating,EUR
1277,IE000CM02H85,FRANKLIN FTSE TAIWAN UCITS ETF,FLXT:MILANO,ETF,"0,19%",Accumulating,EUR
1278,IE000TB7IEF3,JPM BETABUILDER CHINA AGG BOND UCITS ETF,JCHA:MILANO,ETF,"0,25%",Accumulating,EUR
1279,IE00BYTH5602,SPDR BBG SASB US HY COR ESG HD UCITS ETF,SJNE:MILANO,ETF,"0,35%",Accumulating,EUR
1280,IE00BP2NF958,JPM JAPAN RES ENH EQ ESG UCITS ETF USD,JREJ:MILANO,ACTIVE ETF,"0,25%",Accumulating,EUR
1281,IE000CN8T855,JPM US RESEAR ENH EQ ESG UCITS ETF EURH,JUHE:MILANO,ACTIVE ETF,"0,20%",Accumulating,EUR
1282,LU2408468291,UBS MSCI US CORP 1-5Y SUS UCITS ETF EURH,U15E:MILANO,ETF,"0,25%",Accumulating,EUR
1283,LU2408467723,UBS MSCI US CORP 1-5Y SUST UCITS ETF USD,U15S:MILANO,ETF,"0,20%",Accumulating,EUR
1284,IE000KDY10O3,ETC GROUP GLOBAL METAVERSE UCITS ETF ACC,METR:MILANO,ETF,"0,65%",Accumulating,EUR
1285,IE000QF66PE6,INVESCO S&P 500 ESG UCITS ETF EUR HDG A,5ESE:MILANO,ETF,"0,09%",Accumulating,EUR
1286,IE00094FRAA6,GLOBALX CHINA ELECTR VEHIC UCITS ETF USD,CAUT:MILANO,ETF,"0,68%",Accumulating,EUR
1287,IE000TMA7T63,GLOBALX CHINA CLEAN ENERGY UCITS ETF USD,CCLN:MILANO,ETF,"0,68%",Accumulating,EUR
1288,IE000HU1UG00,GLOBALX CHINA CLOUD COMPUT UCITS ETF USD,CCLD:MILANO,ETF,"0,68%",Accumulating,EUR
1289,IE0004LIBFM2,GLOBAL X CHINA BIOTECH UCITS ETF USD,CBIO:MILANO,ETF,"0,68%",Accumulating,EUR
1290,IE000HJV1VH3,RIZE EM MARK INTERNET AND ECOM UCITS ETF,EMRJ:MILANO,ETF,"0,55%",Accumulating,EUR
1291,IE000QRNAC66,RIZE PET CARE UCITS ETF,PETZ:MILANO,ETF,"0,45%",Accumulating,EUR
1292,IE000J80JTL1,FIRST TRUST CLEAN SMART INFRAS UCITS ETF,GRID:MILANO,ETF,"0,70%",Accumulating,EUR
1293,IE00BYTH5370,SPDR MSCI ACWI CLIMA PARIS ALI UCITS ETF,AWPA:MILANO,ETF,"0,20%",Accumulating,EUR
1294,IE000HMSHYJ6,ELECTRIC VEHICLE CHARG INFRAST UCITS ETF,ELEC:MILANO,ETF,"0,65%",Accumulating,EUR
1295,IE000XFORJ80,HSBC MSCI ASIAPAC EXJP CLIM PA UCITS ETF,HPAJ:MILANO,ETF,"0,25%",Accumulating,EUR
1296,IE000FNVOB27,HSBC MSCI EM MKT CLIMA PARIS UCITS ETF,HPEM:MILANO,ETF,"0,18%",Accumulating,EUR
1297,IE000LG4J7E7,WISDOMTREE RECYCL DECARB UCITS ETF USD A,WRCY:MILANO,ETF,"0,45%",Accumulating,EUR
1298,IE00BJJYYX67,WISDOMTREE USD FLOAT TREASUR UCITS ETF A,TFRN:MILANO,ETF,"0,15%",Accumulating,EUR
1299,IE00004PGEY9,JPM EUROZONE RESEAR ENH EQ ESG UCITS ETF,JREZ:MILANO,ACTIVE ETF,"0,25%",Accumulating,EUR
1300,IE00BHZPJ569,ISHARES MSCI WORLD ESG ENHANCE UCITS ETF,ENWD:MILANO,ETF,"0,20%",Accumulating,EUR
1301,IE00BHZPJ239,ISHARES MSCI EM ESG ENHANCED UCITS ETF,EMEG:MILANO,ETF,"0,18%",Accumulating,EUR
1302,IE00BHZPJ783,ISHARES MSCI EUROPE ESG ENHANC UCITS ETF,ESEG:MILANO,ETF,"0,12%",Accumulating,EUR
1303,IE00BHZPJ015,ISHARES MSCI EMU ESG ENHANCED UCITS ETF,ENMU:MILANO,ETF,"0,12%",Accumulating,EUR
1304,IE00BHZPJ452,ISHARES MSCI JAPAN ESG ENHANCE UCITS ETF,EJPY:MILANO,ETF,"0,15%",Accumulating,EUR
1305,IE00B6YX5H87,SPDR BBG SASB 0-3Y EUR CRP ESG UCITS ETF,SESR:MILANO,ETF,"0,12%",Accumulating,EUR
1306,IE0000FCGYF9,INVESCO S&P CHIN A MID 500 SWP UCITS ETF,C500:MILANO,ETF,"0,35%",Accumulating,EUR
1307,IE0000MMQ5M5,XTRACKERS MSCI USA ESG UCITS ETF EUR HDG,XZME:MILANO,ETF,"0,20%",Accumulating,EUR
1308,IE000K9Z3SF5,INVESCO S&P CHINA A 300 SWAP UCITS ETF,C300:MILANO,ETF,"0,35%",Accumulating,EUR
1309,IE00B41RYL63,SPDR BBG EURO AGG BOND UCITS ETF (DIST),EUAG:MILANO,ETF,"0,17%",Distributing,EUR
1310,IE00BFWFPY67,SPDR BBG EM MKTS LOC BOND UCITS ETF ACC,EMLA:MILANO,ETF,"0,55%",Accumulating,EUR
1311,IE00BQWJFQ70,SPDR MRN MULTI-AS GLB INFRAS UCITS ETF D,MGIN:MILANO,ETF,"0,40%",Distributing,EUR
1312,LU2376679564,XTRACKERS HA MSCI CHINATECH100 UCITS ETF,XCTE:MILANO,ETF,"0,55%",Accumulating,EUR
1313,LU2456436083,XTRACKERS MSCI CHINA UCITS ETF D,XCS7:MILANO,ETF,"0,28%",Distributing,EUR
1314,IE000MINO564,L&G ESG EMER GOV USD 0-5Y UCITS ETF EURH,EMGH:MILANO,ETF,"0,28%",Accumulating,EUR
1315,IE0005YK6564,SPROTT URANIUM MINERS UCITS ETF,U3O8:MILANO,ETF,"0,85%",Accumulating,EUR
1316,IE000B8M14I0,JPM BETABUI CHINA AGG BOND UCITS ETF HDG,JCHE:MILANO,ETF,"0,28%",Accumulating,EUR
1317,IE000JHYO4T6,UBS MSCI JAP CLIMAT PARIS UCITS ETF EURH,JPE:MILANO,ETF,"0,21%",Accumulating,EUR
1318,IE000TVPSRI1,GRAYSCALE FUTURE OF FINANCE UCITS ETF,GFOF:MILANO,ETF,"0,70%",Accumulating,EUR
1319,IE000QGWZZO0,JPM JAPAN RESE ENH EQ ESG UCITS ETF EURH,JJEH:MILANO,ACTIVE ETF,"0,25%",Accumulating,EUR
1320,IE000YK1TO74,JPM GLB HY CORP MUL-FAC UCITS ETF EURH D,JYEH:MILANO,ETF,"0,35%",Distributing,EUR
1321,IE00B6R52143,ISHARES AGRIBUSINESS UCITS ETF,ISAG:MILANO,ETF,"0,55%",Accumulating,EUR
1322,IE000NDWFGA5,GLOBAL X URANIUM UCITS ETF,URNU:MILANO,ETF,"0,65%",Accumulating,EUR
1323,IE000UL6CLP7,GLOBAL X SILVER MINERS UCITS ETF,SILV:MILANO,ETF,"0,65%",Accumulating,EUR
1324,LU1981860072,LYXOR GLB GREEN BOND 1-10 UCITS ETF EURH,XCO2E:MILANO,ETF,"0,15%",Accumulating,EUR
1325,FR0014002IH8,MELANION BTC EQUITIES UNIVERSE UCITS ETF,BTC:MILANO,ETF,"0,75%",Accumulating,EUR
1326,IE000PJL7R74,INVESCO MSCI EM ESG CLIM PARIS UCITS ETF,PAEM:MILANO,ETF,"0,19%",Accumulating,EUR
1327,LU2194448267,BNPP EASY LOW CARB 100 EUR PAB UCITS ETF,ELCEZ:MILANO,ETF,"0,30%",Accumulating,EUR
1328,LU2365457410,BNPP EASY ECPI GL ESG MED TECH UCITS ETF,EGEMT:MILANO,ETF,"0,30%",Accumulating,EUR
1329,LU2365458145,BNPP EASY ECPI GL ESG HYDROGEN UCITS ETF,EGEHE:MILANO,ETF,"0,30%",Accumulating,EUR
1330,LU2365458814,BNP ESG GREEN SOC SUS EUR BOND UCITS ETF,EJEGSS:MILANO,ETF,"0,25%",Accumulating,EUR
1331,LU2365458905,BNP EPRA/NAR GLB DEV GREEN CTB UCITS ETF,EGDGR:MILANO,ETF,"0,40%",Accumulating,EUR
1332,IE000EBPC0Z7,FRANKLIN MSCI CHINA PARIS ALIG UCITS ETF,FRCP:MILANO,ETF,"0,22%",Accumulating,EUR
1333,IE000O8S1EX4,JPM CLIMA CHANGE SOLUTIONS UCITS ETF USD,TEMP:MILANO,ACTIVE ETF,"0,55%",Accumulating,EUR
1334,LU2439734141,AMUNDI GLOBAL AGG SRI UCITS ETF DR (C),GASRI:MILANO,ETF,"0,14%",Accumulating,EUR
1335,IE00021E4FE3,IVZ EUR CORP BOND ESG MF UCITS ETF ACC,ECMA:MILANO,ACTIVE ETF,"0,19%",Accumulating,EUR
1336,IE0006LBEDV2,IVZ EUR CORP BND ESG MF UCITS ETF DIST,ECMF:MILANO,ACTIVE ETF,"0,19%",Distributing,EUR
1337,IE000PA766T7,IVZ EUR CRP BD ESG SD MF UCITS ETF ACC,ECMS:MILANO,ACTIVE ETF,"0,15%",Accumulating,EUR
1338,IE000YZIVX22,FRANKLIN CATHOLIC PRINC EM SOV UCITS ETF,CATHEM:MILANO,ETF,"0,35%",Accumulating,EUR
1339,IE000JZ473P7,HSBC S&P 500 UCITS ETF USD ACC,HSPA:MILANO,ETF,"0,09%",Accumulating,EUR
1340,IE000KCS7J59,HSBC MSCI EM MARKETS UCITS ETF USD ACC,HEMA:MILANO,ETF,"0,15%",Accumulating,EUR
1341,IE000MWUQBJ0,HSBC EURO STOXX 50 UCITS ETF EUR ACC,H50A:MILANO,ETF,"0,05%",Accumulating,EUR
1342,IE000UQND7H4,HSBC MSCI WORLD UCITS ETF USD ACC,HMWA:MILANO,ETF,"0,15%",Accumulating,EUR
1343,IE000VXC51U5,XTRACKERS MSCI AC WRLD ESG UCITS ETF HDG,XMAE:MILANO,ETF,"0,37%",Accumulating,EUR
1344,IE000Z9SJA06,XTRACKERS S&P500 UCITS ETF A,XDPU:MILANO,ETF,"0,06%",Accumulating,EUR
1345,LU2009147757,XTRACKERS S&P 500 SWAP UCITS ETF,XSXD:MILANO,ETF,"0,07%",Distributing,EUR
1346,LU2469465822,XTRACKERS MSCI CHINA A ESG SWP UCITS ETF,XCNA:MILANO,ETF,"0,29%",Accumulating,EUR
1347,IE000BAF6X29,UBS MSCI PAC EXJP SOC RES UCITS ETF EURH,PEXE:MILANO,ETF,"0,43%",Accumulating,EUR
1348,IE000BKMMHF9,UBS MSCI PAC EX JP SOC RES UCITS ETF USD,PEX:MILANO,ETF,"0,38%",Accumulating,EUR
1349,IE00BYTH5263,SPDR MSCI EMER CLIMA PARIS ALI UCITS ETF,MCPA:MILANO,ETF,"0,23%",Accumulating,EUR
1350,IE000N42HDP2,IVZ QS GLOBAL EQUITY LVLC UCITS ETF,LVLC:MILANO,ACTIVE ETF,"0,25%",Accumulating,EUR
1351,IE000XIBT2R7,IVZ QS GLOBAL EQUITY LVLC UCITS ETF EURH,LVLE:MILANO,ACTIVE ETF,"0,30%",Accumulating,EUR
1352,IE0006RFB3X2,HSBC MSCI JAPAN UCITS ETF USD ACC,HMJA:MILANO,ETF,"0,19%",Accumulating,EUR
1353,IE0007P4PBU1,HSBC MSCI CHINA UCITS ETF USD ACC,HCHA:MILANO,ETF,"0,30%",Accumulating,EUR
1354,IE000Z4OYPZ6,HSBC MSCI CHINA A UCITS ETF USD ACC,HCAA:MILANO,ETF,"0,30%",Accumulating,EUR
1355,IE000ZQOIPB1,HSBC MSCI EUROPE UCITS ETF EUR ACC,HMEA:MILANO,ETF,"0,10%",Accumulating,EUR
1356,IE0006FFX5U1,XTRACKERS MSCI INNOVATION UCITS ETF,XNNV:MILANO,ETF,"0,35%",Accumulating,EUR
1357,IE0006GNB732,XTRACKERS ESG EUR HY CORP BOND UCITS ETF,XZHE:MILANO,ETF,"0,25%",Accumulating,EUR
1358,IE0006YM7D84,XTRACKERS ESG USD HY CORP BOND UCITS ETF,XZHY:MILANO,ETF,"0,25%",Accumulating,EUR
1359,IE000KD0BZ68,XTRACKERS MSCI GENO HEALTH INN UCITS ETF,XGEN:MILANO,ETF,"0,35%",Accumulating,EUR
1360,IE000XOQ9TK4,XTRACKERS MSCI NEXT GEN NET IN UCITS ETF,XNGI:MILANO,ETF,"0,35%",Accumulating,EUR
1361,IE000YDOORK7,XTRACKERS MSCI FINTECH INNOVAT UCITS ETF,XFNT:MILANO,ETF,"0,35%",Accumulating,EUR
1362,IE000YUAPTQ0,KRANESHARES EV&FM ESG SCREENED UCITS ETF,KARS:MILANO,ETF,"0,72%",Accumulating,EUR
1363,LU2468423459,XTRACKERS ESG EUROZONE GOVT UCITS ETF,XZEB:MILANO,ETF,"0,15%",Accumulating,EUR
1364,IE000JNKVS10,JPM BETABU USSMALLCAP EQ UCITS ETF USD A,BBSC:MILANO,ETF,"0,14%",Accumulating,EUR
1365,IE000L2ZNB07,VANGUARD ESG NORTH AM ALLCAP UCITS ETF D,V3NL:MILANO,ETF,"0,12%",Distributing,EUR
1366,IE000NRGX9M3,VANGUARD ESG DEV EU ALLCAP UCITS ETF DIS,V3EL:MILANO,ETF,"0,12%",Distributing,EUR
1367,IE000O58J820,VANGUARD ESG NORTH AM ALLCAP UCITS ETF A,V3NA:MILANO,ETF,"0,12%",Accumulating,EUR
1368,IE000QUOSE01,VANGUARD ESG DEV EU ALLCAP UCITS ETF ACC,V3EA:MILANO,ETF,"0,12%",Accumulating,EUR
1369,NL0009272764,VANECK MULTIASSET CONSERVATIVE UCITS ETF,VDTM:MILANO,ETF,"0,28%",Distributing,EUR
1370,NL0009272772,VANECK MULTIASSET BALANCED UCITS ETF,VNTM:MILANO,ETF,"0,30%",Distributing,EUR
1371,NL0009272780,VANECK MULTIASSET GROWTH UCITS ETF,VTOF:MILANO,ETF,"0,32%",Distributing,EUR
1372,IE0004U3TX15,L&G METAVERSE ESG EXCLUSIONS UCITS ETF,MTVS:MILANO,ETF,"0,39%",Accumulating,EUR
1373,IE0005B8WVT6,VANECK SUST FUTURE OF FOOD UCITS ETF,VEGI:MILANO,ETF,"0,45%",Accumulating,EUR
1374,IE000QNJAOX1,L&G OPTIC TECH&PHOTON ESG EXCL UCITS ETF,LAZR:MILANO,ETF,"0,28%",Accumulating,EUR
1375,IE000ST40PX8,L&G EM CYBER SECURITY ESG EXCL UCITS ETF,ESPY:MILANO,ETF,"0,49%",Accumulating,EUR
1376,IE000VTOHNZ0,L&G GLOBAL THEMATIC ESG EXCL UCITS ETF,THMZ:MILANO,ETF,"0,60%",Accumulating,EUR
1377,IE000YU9K6K2,VANECK SPACE INNOVATORS UCITS ETF,JEDI:MILANO,ETF,"0,55%",Accumulating,EUR
1378,IE0002UTLE51,HSBC WORLD ESG BIODIVERSITY EQ UCITS ETF,HBDV:MILANO,ETF,"0,35%",Accumulating,EUR
1379,IE000FP52WM7,GLOBAL X DISRUPTIVE MATERIALS UCITS ETF,DMAT:MILANO,ETF,"0,50%",Accumulating,EUR
1380,IE000IM4K4K2,FRANKLIN METAVERSE UCITS ETF,METE:MILANO,ETF,"0,30%",Accumulating,EUR
1381,IE00053WDH64,INVESCO HYDROGEN ECONOMY UCITS ETF,HYDE:MILANO,ETF,"0,60%",Accumulating,EUR
1382,IE0008RX29L5,INVESCO WIND ENERGY UCITS ETF,WNDE:MILANO,ETF,"0,60%",Accumulating,EUR
1383,IE0008YN55P8,INVESCO IQS ESG GLOBAL UCITS ETF HDG,IQSD:MILANO,ACTIVE ETF,"0,30%",Distributing,EUR
1384,IE000MUAJIF4,INV EUR CORP SHRT DUR MF ESG UCITS ETF,ECMD:MILANO,ACTIVE ETF,"0,15%",Distributing,EUR
1385,IE000940RNE6,WISDOMTREE BLOCKCHAIN UCITS ETF USD ACC,WBLK:MILANO,ETF,"0,45%",Accumulating,EUR
1386,IE0002MXIF34,FIDELITY CLEAN ENERGY UCITS ETF A,FRNW:MILANO,ETF,"0,50%",Accumulating,EUR
1387,IE0009MG7KH8,FIDELITY ELEC VEH N FUT TRAN UCITS ETF A,FDRV:MILANO,ETF,"0,50%",Accumulating,EUR
1388,IE000BPQIAA3,FIDELITY DIGITAL HEALTH UCITS ETF A,FDHT:MILANO,ETF,"0,50%",Accumulating,EUR
1389,IE000M0ZXLY9,FIDELITY CLOUD COMPUTING UCITS ETF A,FCLD:MILANO,ETF,"0,50%",Accumulating,EUR
1390,IE000TLLSP66,FIDELITY METAVERSE UCITS ETF A,FMET:MILANO,ETF,"0,50%",Accumulating,EUR
1391,IE0001JH5CB4,XTRACKERS EUROPE NETZERO PARIS UCITS ETF,XEPA:MILANO,ETF,"0,15%",Accumulating,EUR
1392,IE0002ZM3JI1,XTRACKERS USA NETZERO PARIS UCITS ETF,XNUS:MILANO,ETF,"0,10%",Accumulating,EUR
1393,IE00074JLU02,XTRACKERS JAPAN NETZERO PARIS UCITS ETF,XNJP:MILANO,ETF,"0,15%",Accumulating,EUR
1394,IE000QVYFUT7,XTRACKERS INDIA GOVERNMENT UCITS ETF,XIGB:MILANO,ETF,"0,20%",Accumulating,EUR
1395,IE000TB3YTV4,WISDOMTREE GLB AUTOM INNOVAT UCITS ETF A,WCAR:MILANO,ETF,"0,45%",Accumulating,EUR
1396,IE000B9PQW54,VANECK GENOMICS N HEALTHCA INN UCITS ETF,CURE:MILANO,ETF,"0,35%",Accumulating,EUR
1397,IE00BKW9SX35,INVESCO S&P 500 LOW VOLATILITY UCITS ETF,SPLW:MILANO,ETF,"0,25%",Accumulating,EUR
1398,IE0000JVOLK2,FINECO MSCI USD HY SRI CORP UCITS,FAMUSS:MILANO,ETF,"0,30%",Accumulating,EUR
1399,IE0006XQ3YX3,FINECO MSCI WRD CONS STAPL ESG UCITS ETF,FAMWCS:MILANO,ETF,"0,38%",Accumulating,EUR
1400,IE000C87OS21,FINECO MSCI WRD SEMICONDUCTORS UCITS ETF,FAMMWS:MILANO,ETF,"0,38%",Accumulating,EUR
1401,IE000EE3Q489,FINECO MSCI WRD METAL N MINING UCITS ETF,FAMAMW:MILANO,ETF,"0,38%",Accumulating,EUR
1402,IE000NPK2VI6,FINECO MSCI EUR IG SRI CORP UCITS ETF,FAMSFF:MILANO,ETF,"0,30%",Accumulating,EUR
1403,IE000O2G7VL0,FINECO MSCI EUR HY SRI CORP UCITS ETF,FAMEUS:MILANO,ETF,"0,30%",Accumulating,EUR
1404,IE000SACNHU2,FINECO MSCI WRD INFO TECH ESG UCITS ETF,FAMTEL:MILANO,ETF,"0,38%",Accumulating,EUR
1405,IE000VDP6OY8,FINECO MSCI WRD FINAN ESG LEAD UCITS ETF,FAMMWF:MILANO,ETF,"0,38%",Accumulating,EUR
1406,IE000VYO9NT0,FINECO MSCI ACWI IMI CYBER SEC UCITS ETF,FAMMAI:MILANO,ETF,"0,38%",Accumulating,EUR
1407,IE000W6ZFH20,FINECO MSCI EUR IG SRI 1-3 COR UCITS ETF,FAMSF3:MILANO,ETF,"0,30%",Accumulating,EUR
1408,IE000WMJVNE9,FINECO MSCI USD IG LQ SRI CORP UCITS ETF,FAMLSS:MILANO,ETF,"0,30%",Accumulating,EUR
1409,IE0001VXZTV7,VANGUARD ESG EMERG MARK UCITS ETF USD D,V3ML:MILANO,ETF,"0,24%",Distributing,EUR
1410,IE0008T6IUX0,VANGUARD ESG DEV ASIA PA UCITS ETF USD D,V3PL:MILANO,ETF,"0,17%",Distributing,EUR
1411,IE000GOJO2A3,VANGUARD ESG DEV ASIAPAC UCITS ETF USD A,V3PA:MILANO,ETF,"0,17%",Distributing,EUR
1412,IE000KPJJWM6,VANGUARD ESG EMERG MARK UCITS ETF USD A,V3MA:MILANO,ETF,"0,24%",Distributing,EUR
1413,IE00BJLFK515,KRANESHARES MSCI CHINA A 50 UCITS ETF,KA50:MILANO,ETF,"0,40%",Accumulating,EUR
1414,IE00BKPT4N29,KRANESHARES MSCI CHINA ESG UCITS ETF,KESG:MILANO,ETF,"0,40%",Accumulating,EUR
1415,IE00BL6K0S82,KRANESHARES MSCI CHINA HEALTH UCITS ETF,KURE:MILANO,ETF,"0,65%",Accumulating,EUR
1416,IE000FXHG8D6,INVESCO US TREAS 10+ Y UCITS ETF EUR H D,TRUD:MILANO,ETF,"0,10%",Distributing,EUR
1417,IE00BKWD3743,INVESCO US TREASURY 10+ Y UCITS ETF D,TREL:MILANO,ETF,"0,06%",Distributing,EUR
1418,LU2446381555,BNPP ESG EUROZONE BIODIVER PAB UCITS ETF,BIODV:MILANO,ETF,"0,35%",Accumulating,EUR
1419,IE000RDRMSD1,ISHARES BLOCKCHAIN TECHNOLOGY UCITS ETF,BLTH:MILANO,ETF,"0,50%",Accumulating,EUR
1420,IE000LYBU7X5,HSBC MSCI WORLD VALUE ESG UCITS ETF,HWVL:MILANO,ETF,"0,25%",Accumulating,EUR
1421,LU2504532131,XTRACKERS TIPS US INFLATI LINK UCITS ETF,XTIP:MILANO,ETF,"0,07%",Accumulating,EUR
1422,LU2504532487,XTRACKERS EUROZ GOV GREEN BOND UCITS ETF,XGEZ:MILANO,ETF,"0,18%",Distributing,EUR
1423,LU2504537445,XTRACKERS EUROZ GOVER ESG TILT UCITS ETF,XEZB:MILANO,ETF,"0,12%",Distributing,EUR
1424,IE000F37PGZ3,VANGUARD ESG EUR CORP BOND UCITS ETF D,V3RF:MILANO,ETF,"0,11%",Distributing,EUR
1425,IE000JQV8511,VANGUARD ESG USD CORP BOND UCITS ETF A,V3SD:MILANO,ETF,"0,11%",Accumulating,EUR
1426,IE000QADMYA3,VANGUARD ESG EUR CORP BOND UCITS ETF A,V3RE:MILANO,ETF,"0,11%",Accumulating,EUR
1427,IE000RO1O3N4,VANGUARD ESG USD CORP BOND UCITS ETF D,V3SU:MILANO,ETF,"0,11%",Distributing,EUR
1428,IE000EKJRSZ3,VANGUARD ESG USD CORP UCITS ETF EUR H A,V3SE:MILANO,ETF,"0,16%",Accumulating,EUR
1429,IE00BM8R0J59,GLOBALX NASDAQ100 COVERED CALL UCITS ETF,QYLD:MILANO,STRUCTURED ETF,"0,45%",Accumulating,EUR
1430,IE000NVVIF88,HSBC MSCI EMERG MKTS VALUE ESG UCITS ETF,HEMV:MILANO,ETF,"0,35%",Accumulating,EUR
1431,LU2446383171,BNPP EASY MSCI WRLD ESG MIN TE UCITS ETF,WEMT2:MILANO,ETF,"0,15%",Accumulating,EUR
1432,IE000G3A6RN7,JPM CARBON TRANS CHINA EQUITY UCITS ETF,JCCT:MILANO,ETF,"0,35%",Accumulating,EUR
1433,IE000QMIHY81,HSBC MSCI WORLD UCITS ETF EUR HEDGED A,HWDE:MILANO,ETF,"0,18%",Accumulating,EUR
1434,IE000TZT8TI0,XTRACKERS EM MKT NETZERO PARIS UCITS ETF,XEMN:MILANO,ETF,"0,20%",Accumulating,EUR
1435,IE0007ULOZS8,XTRACKERS S&P 500 ESG UCITS ETF,XZSP:MILANO,ETF,"0,08%",Accumulating,EUR
1436,IE0004MFRED4,XTRACKERS S&P500 EQ WEIGHT ESG UCITS ETF,XZEW:MILANO,ETF,"0,17%",Accumulating,EUR
